PMID,Abstract,Year
37193898,"1. Sci Rep. 2023 May 16;13(1):7947. doi: 10.1038/s41598-023-35122-7.

Computational drug repurposing of Akt-1 allosteric inhibitors for non-small cell 
lung cancer.

Baby K(1), Maity S(1), Mehta CH(2), Nayak UY(2), Shenoy GG(3), Pai KSR(1), 
Harikumar KB(4), Nayak Y(5).

Author information:
(1)Department of Pharmacology, Manipal College of Pharmaceutical Sciences, 
Manipal Academy of Higher Education, Manipal, Karnataka, 576104, India.
(2)Department of Pharmaceutics, Manipal College of Pharmaceutical Sciences, 
Manipal Academy of Higher Education, Manipal, Karnataka, 576104, India.
(3)Department of Pharmaceutical Chemistry, Manipal College of Pharmaceutical 
Sciences, Manipal Academy of Higher Education, Manipal, Karnataka, 576 104, 
India.
(4)Cancer Research Program, Rajiv Gandhi Centre for Biotechnology (RGCB), 
Thiruvananthapuram, Kerala, 695014, India.
(5)Department of Pharmacology, Manipal College of Pharmaceutical Sciences, 
Manipal Academy of Higher Education, Manipal, Karnataka, 576104, India. 
yogendra.nayak@manipal.edu.

Non-small cell lung carcinomas (NSCLC) are the predominant form of lung 
malignancy and the reason for the highest number of cancer-related deaths. 
Widespread deregulation of Akt, a serine/threonine kinase, has been reported in 
NSCLC. Allosteric Akt inhibitors bind in the space separating the Pleckstrin 
homology (PH) and catalytic domains, typically with tryptophan residue (Trp-80). 
This could decrease the regulatory site phosphorylation by stabilizing the PH-in 
conformation. Hence, in this study, a computational investigation was undertaken 
to identify allosteric Akt-1 inhibitors from FDA-approved drugs. The molecules 
were docked at standard precision (SP) and extra-precision (XP), followed by 
Prime molecular mechanics-generalized Born surface area (MM-GBSA), and molecular 
dynamics (MD) simulations on selected hits. Post XP-docking, fourteen best hits 
were identified from a library of 2115 optimized FDA-approved compounds, 
demonstrating several beneficial interactions such as pi-pi stacking, pi-cation, 
direct, and water-bridged hydrogen bonds with the crucial residues (Trp-80 and 
Tyr-272) and several amino acid residues in the allosteric ligand-binding pocket 
of Akt-1. Subsequent MD simulations to verify the stability of chosen drugs to 
the Akt-1 allosteric site showed valganciclovir, dasatinib, indacaterol, and 
novobiocin to have high stability. Further, predictions for possible biological 
interactions were performed using computational tools such as ProTox-II, 
CLC-Pred, and PASSOnline. The shortlisted drugs open a new class of allosteric 
Akt-1 inhibitors for the therapy of NSCLC.

© 2023. The Author(s).

DOI: 10.1038/s41598-023-35122-7
PMCID: PMC10188557
PMID: 37193898 [Indexed for MEDLINE]

Conflict of interest statement: The authors declare no competing interests.",2023
37000353,"1. Appl Biochem Biotechnol. 2023 Dec;195(12):7338-7378. doi: 
10.1007/s12010-023-04424-x. Epub 2023 Mar 31.

Targeted Inhibition of Hsp90 in Combination with Metformin Modulates Programmed 
Cell Death Pathways in A549 Lung Cancer Cells.

Hasan A(1)(2)(3), Khamjan N(4), Lohani M(5)(6), Mir SS(7)(8).

Author information:
(1)Molecular Cell Biology Laboratory, Integral Information and Research Centre-4 
(IIRC-4), Integral University, Kursi Road, Lucknow, 226026, India.
(2)Department of Bioengineering, Faculty of Engineering, Integral University, 
Kursi Road, Lucknow, 226026, India.
(3)Current Address: Cancer Prevention and Control Program, Fox Chase Cancer 
Center, Philadelphia, PA, 19111, USA.
(4)Department of Medical Laboratories Technology, College of Applied Medical 
Sciences, Jazan University, Jazan, 45142, Kingdom of Saudi Arabia.
(5)Medical Research Center, Faculty of Applied Medical Sciences, Jazan 
University, Jazan, Kingdom of Saudi Arabia.
(6)Emergency Medical Services, Faculty of Applied Medical Sciences, Jazan 
University, Jazan, Kingdom of Saudi Arabia.
(7)Molecular Cell Biology Laboratory, Integral Information and Research Centre-4 
(IIRC-4), Integral University, Kursi Road, Lucknow, 226026, India. 
smir@iul.ac.in.
(8)Department of Biosciences, Faculty of Science, Integral University, Kursi 
Road, Lucknow, 226026, India. smir@iul.ac.in.

The pathophysiology of lung cancer is dependent on the dysregulation in the 
apoptotic and autophagic pathways. The intricate link between apoptosis and 
autophagy through shared signaling pathways complicates our understanding of how 
lung cancer pathophysiology is regulated. As drug resistance is the primary 
reason behind treatment failure, it is crucial to understand how cancer cells 
may respond to different therapies and integrate crosstalk between apoptosis and 
autophagy in response to them, leading to cell death or survival. Thus, in this 
study, we have tried to evaluate the crosstalk between autophagy and apoptosis 
in A549 lung cancer cell line that could be modulated by employing a combination 
therapy of metformin (6 mM), an anti-diabetic drug, with gedunin (12 µM), an 
Hsp90 inhibitor, to provide insights into the development of new cancer 
therapeutics. Our results demonstrated that metformin and gedunin were cytotoxic 
to A549 lung cancer cells. Combination of metformin and gedunin generated ROS 
and promoted MMP loss and DNA damage. The combination further increased the 
expression of AMPKα1 and promoted the nuclear localization of AMPKα1/α2. The 
expression of Hsp90 was downregulated, further decreasing the expression of its 
clients, EGFR, PIK3CA, AKT1, and AKT3. Inhibition of the EGFR/PI3K/AKT pathway 
upregulated TP53 and inhibited autophagy. The combination was promoting nuclear 
localization of p53; however, some cytoplasmic signals were also detected. 
Further increase in the expression of caspase 9 and caspase 3 was observed. 
Thus, we concluded that the combination of metformin and gedunin upregulates 
apoptosis by inhibiting the EGFR/PI3K/AKT pathway and autophagy in A549 lung 
cancer cells.

© 2023. The Author(s), under exclusive licence to Springer Science+Business 
Media, LLC, part of Springer Nature.

DOI: 10.1007/s12010-023-04424-x
PMID: 37000353 [Indexed for MEDLINE]",2023
36979373,"1. Biomolecules. 2023 Feb 25;13(3):438. doi: 10.3390/biom13030438.

Tyrosine Kinase Inhibitors Target B Lymphocytes.

Upfold NLE(1), Petakh P(2)(3), Kamyshnyi A(3), Oksenych V(1)(4).

Author information:
(1)Department of Clinical and Molecular Medicine (IKOM), Norwegian University of 
Science and Technology (NTNU), 7028 Trondheim, Norway.
(2)Department of Biochemistry and Pharmacology, Uzhhorod National University, 
88000 Uzhhorod, Ukraine.
(3)Department of Microbiology, Virology, and Immunology, I. Horbachevsky 
Ternopil National Medical University, 46001 Ternopil, Ukraine.
(4)Institute of Clinical Medicine (Klinmed), University of Oslo, 0318 Oslo, 
Norway.

Autoimmune disorders and some types of blood cancer originate when B lymphocytes 
malfunction. In particular, when B cells produce antibodies recognizing the 
body's proteins, it leads to various autoimmune disorders. Additionally, when B 
cells of various developmental stages transform into cancer cells, it results in 
blood cancers, including multiple myeloma, lymphoma, and leukemia. Thus, new 
methods of targeting B cells are required for various patient groups. Here, we 
used protein kinase inhibitors alectinib, brigatinib, ceritinib, crizotinib, 
entrectinib, and lorlatinib previously approved as drugs treating anaplastic 
lymphoma kinase (ALK)-positive lung cancer cells. We hypothesized that the same 
inhibitors will efficiently target leukocyte tyrosine kinase (LTK)-positive, 
actively protein-secreting mature B lymphocytes, including plasma cells. We 
isolated CD19-positive human B cells from the blood of healthy donors and used 
two alternative methods to stimulate cell maturation toward plasma cells. Using 
cell proliferation and flow cytometry assays, we found that ceritinib and 
entrectinib eliminate plasma cells from B cell populations. Alectinib, 
brigatinib, and crizotinib also inhibited B cell proliferation, while lorlatinib 
had no or limited effect on B cells. More generally, we concluded that several 
drugs previously developed to treat ALK-positive malignant cells can be also 
used to treat LTK-positive B cells.

DOI: 10.3390/biom13030438
PMCID: PMC10046234
PMID: 36979373 [Indexed for MEDLINE]

Conflict of interest statement: The authors declare no conflict of interest. The 
funders had no role in the design of the study; in the collection, analyses, or 
interpretation of data; in the writing of the manuscript; or in the decision to 
publish the results.",2023
36906970,"1. Biomed Pharmacother. 2023 May;161:114486. doi: 10.1016/j.biopha.2023.114486. 
Epub 2023 Mar 10.

Discovery of drug targets and therapeutic agents based on drug repositioning to 
treat lung adenocarcinoma.

Graves OK(1), Kim W(2), Özcan M(3), Ashraf S(4), Turkez H(5), Yuan M(6), Zhang 
C(7), Mardinoglu A(8), Li X(9).

Author information:
(1)Harvey Mudd College, Claremont, CA 91711, USA. Electronic address: 
occamkg@gmail.com.
(2)Science for Life Laboratory, KTH-Royal Institute of Technology, Stockholm 
SE-17165, Sweden. Electronic address: woonghee.kim@scilifelab.se.
(3)Science for Life Laboratory, KTH-Royal Institute of Technology, Stockholm 
SE-17165, Sweden. Electronic address: mehmet.ozcan@scilifelab.se.
(4)Trustlife Labs, Drug Research & Development Center, 34774 Istanbul, Turkey. 
Electronic address: Sajda.ashraf@trustlifelabs.com.
(5)Trustlife Labs, Drug Research & Development Center, 34774 Istanbul, Turkey. 
Electronic address: hturkez@atauni.edu.tr.
(6)Science for Life Laboratory, KTH-Royal Institute of Technology, Stockholm 
SE-17165, Sweden. Electronic address: meng.yuan@scilifelab.se.
(7)Science for Life Laboratory, KTH-Royal Institute of Technology, Stockholm 
SE-17165, Sweden. Electronic address: cheng.zhang@scilifelab.se.
(8)Science for Life Laboratory, KTH-Royal Institute of Technology, Stockholm 
SE-17165, Sweden; Centre for Host-Microbiome Interactions, Faculty of Dentistry, 
Oral & Craniofacial Sciences, King's College London, London SE1 9RT, UK. 
Electronic address: adilm@scilifelab.se.
(9)Science for Life Laboratory, KTH-Royal Institute of Technology, Stockholm 
SE-17165, Sweden; Bash Biotech Inc, 600 West Broadway, Suite 700, San Diego, CA 
92101, USA; Guangzhou Laboratory, Guangzhou 510005, China. Electronic address: 
xiangyu.li@scilifelab.se.

BACKGROUND: Lung adenocarcinoma (LUAD) is the one of the most common subtypes in 
lung cancer. Although various targeted therapies have been used in the clinical 
practice, the 5-year overall survival rate of patients is still low. Thus, it is 
urgent to identify new therapeutic targets and develop new drugs for the 
treatment of the LUAD patients.
METHODS: Survival analysis was used to identify the prognostic genes. Gene 
co-expression network analysis was used to identify the hub genes driving the 
tumor development. A profile-based drug repositioning approach was used to 
repurpose the potentially useful drugs for targeting the hub genes. MTT and LDH 
assay were used to measure the cell viability and drug cytotoxicity, 
respectively. Western blot was used to detect the expression of the proteins.
FINDINGS: We identified 341 consistent prognostic genes from two independent 
LUAD cohorts, whose high expression was associated with poor survival outcomes 
of patients. Among them, eight genes were identified as hub genes due to their 
high centrality in the key functional modules in the gene-co-expression network 
analysis and these genes were associated with the various hallmarks of cancer 
(e.g., DNA replication and cell cycle). We performed drug repositioning analysis 
for three of the eight genes (CDCA8, MCM6, and TTK) based on our drug 
repositioning approach. Finally, we repurposed five drugs for inhibiting the 
protein expression level of each target gene and validated the drug efficacy by 
performing in vitro experiments.
INTERPRETATION: We found the consensus targetable genes for the treatment of 
LUAD patients with different races and geographic characteristics. We also 
proved the feasibility of our drug repositioning approach for the development of 
new drugs for disease treatment.

Copyright © 2023 The Authors. Published by Elsevier Masson SAS.. All rights 
reserved.

DOI: 10.1016/j.biopha.2023.114486
PMID: 36906970 [Indexed for MEDLINE]

Conflict of interest statement: Declaration of Interests X.L. works as a 
consultant for Bash Biotech Inc., San Diego, CA, USA. A.M. and H.T. are founders 
and shareholders of Bash Biotech Inc., San Diego, CA, USA. The other authors 
declare no competing interests.",2023
36905422,"1. J Cancer Res Clin Oncol. 2023 Aug;149(10):7217-7234. doi: 
10.1007/s00432-023-04641-1. Epub 2023 Mar 11.

Repurposing of triamterene as a histone deacetylase inhibitor to overcome 
cisplatin resistance in lung cancer treatment.

To KKW(1), Cheung KM(2), Cho WCS(2).

Author information:
(1)School of Pharmacy, Faculty of Medicine, The Chinese University of Hong Kong, 
Room 801N, Lo Kwee-Seong Integrated Biomedical Sciences Building, Area 39, 
Shatin, New Territories, Hong Kong SAR, China. kennethto@cuhk.edu.hk.
(2)Department of Clinical Oncology, Queen Elizabeth Hospital, Hong Kong SAR, 
China.

PURPOSE: Cisplatin is the core chemotherapeutic drug used for first-line 
treatment of advanced non-small cell lung cancer (NSCLC). However, drug 
resistance is severely hindering its clinical efficacy. This study investigated 
the circumvention of cisplatin resistance by repurposing non-oncology drugs with 
putative histone deacetylase (HDAC) inhibitory effect.
METHODS: A few clinically approved drugs were identified by a computational drug 
repurposing tool called ""DRUGSURV"" and evaluated for HDAC inhibition. 
Triamterene, originally indicated as a diuretic, was chosen for further 
investigation in pairs of parental and cisplatin-resistant NSCLC cell lines. 
Sulforhodamine B assay was used to evaluate cell proliferation. Western blot 
analysis was performed to examine histone acetylation. Flow cytometry was used 
to examine apoptosis and cell cycle effects. Chromatin immunoprecipitation was 
conducted to investigate the interaction of transcription factors to the 
promoter of genes regulating cisplatin uptake and cell cycle progression. The 
circumvention of cisplatin resistance by triamterene was further verified in a 
patient-derived tumor xenograft (PDX) from a cisplatin-refractory NSCLC patient.
RESULTS: Triamterene was found to inhibit HDACs. It was shown to enhance 
cellular cisplatin accumulation and potentiate cisplatin-induced cell cycle 
arrest, DNA damage, and apoptosis. Mechanistically, triamterene was found to 
induce histone acetylation in chromatin, thereby reducing the association of 
HDAC1 but promoting the interaction of Sp1 with the gene promoter of hCTR1 and 
p21. Triamterene was further shown to potentiate the anti-cancer effect of 
cisplatin in cisplatin-resistant PDX in vivo.
CONCLUSION: The findings advocate further clinical evaluation of the repurposing 
use of triamterene to overcome cisplatin resistance.

© 2023. The Author(s), under exclusive licence to Springer-Verlag GmbH Germany, 
part of Springer Nature.

DOI: 10.1007/s00432-023-04641-1
PMCID: PMC11798028
PMID: 36905422 [Indexed for MEDLINE]

Conflict of interest statement: The authors declare that there are no conflicts 
of interest.",2023
36903483,"1. Molecules. 2023 Feb 28;28(5):2237. doi: 10.3390/molecules28052237.

Oral Bioactive Self-Nanoemulsifying Drug Delivery Systems of Remdesivir and 
Baricitinib: A Paradigmatic Case of Drug Repositioning for Cancer Management.

Kazi M(1), Alanazi Y(1), Kumar A(2), Shahba AA(1)(3), Rizwan Ahamad S(4), 
Alghamdi KM(2)(5).

Author information:
(1)Department of Pharmaceutics, College of Pharmacy, King Saud University, 
Riyadh 11451, Saudi Arabia.
(2)Vitiligo Research Chair, Department of Dermatology, College of Medicine, King 
Saud University, Riyadh 11451, Saudi Arabia.
(3)Kayyali Research Chair for Pharmaceutical Industries, College of Pharmacy, 
King Saud University, Riyadh 11451, Saudi Arabia.
(4)Department of Pharmaceutical Chemistry, College of Pharmacy, King Saud 
University, Riyadh 11451, Saudi Arabia.
(5)Department of Dermatology, College of Medicine, King Saud University, Riyadh 
11451, Saudi Arabia.

Oral anticancer therapy mostly faces the challenges of low aqueous solubility, 
poor and irregular absorption from the gastrointestinal tract, food-influenced 
absorption, high first-pass metabolism, non-targeted delivery, and severe 
systemic and local adverse effects. Interest has been growing in bioactive 
self-nanoemulsifying drug delivery systems (bio-SNEDDSs) using lipid-based 
excipients within nanomedicine. This study aimed to develop novel bio-SNEDDS to 
deliver antiviral remdesivir and baricitinib for the treatment of breast and 
lung cancers. Pure natural oils used in bio-SNEDDS were analyzed using GC-MS to 
examine bioactive constituents. The initial evaluation of bio-SNEDDSs were 
performed based on self-emulsification assessment, particle size analysis, zeta 
potential, viscosity measurement, and transmission electron microscopy (TEM). 
The single and combined anticancer effects of remdesivir and baricitinib in 
different bio-SNEDDS formulations were investigated in MDA-MB-231 (breast 
cancer) and A549 (lung cancer) cell lines. The results from the GC-MS analysis 
of bioactive oils BSO and FSO showed pharmacologically active constituents, such 
as thymoquinone, isoborneol, paeonol and p-cymenene, and squalene, respectively. 
The representative F5 bio-SNEDDSs showed relatively uniform, nanosized (247 nm) 
droplet along with acceptable zeta potential values (+29 mV). The viscosity of 
the F5 bio-SNEDDS was recorded within 0.69 Cp. The TEM suggested uniform 
spherical droplets upon aqueous dispersions. Drug-free, remdesivir and 
baricitinib-loaded bio-SNEDDSs (combined) showed superior anticancer effects 
with IC50 value that ranged from 1.9-4.2 µg/mL (for breast cancer), 2.4-5.8 
µg/mL (for lung cancer), and 3.05-5.44 µg/mL (human fibroblasts cell line). In 
conclusion, the representative F5 bio-SNEDDS could be a promising candidate for 
improving the anticancer effect of remdesivir and baricitinib along with their 
existing antiviral performance in combined dosage form.

DOI: 10.3390/molecules28052237
PMCID: PMC10005540
PMID: 36903483 [Indexed for MEDLINE]

Conflict of interest statement: The authors declare no conflict of interest.",2023
36842737,"1. Int J Biol Macromol. 2023 Apr 30;235:123839. doi: 
10.1016/j.ijbiomac.2023.123839. Epub 2023 Feb 25.

Drug repurposing and molecular mechanisms of the antihypertensive drug 
candesartan as a TMEM16A channel inhibitor.

Ji Q(1), Shi S(2), Ma B(3), Zhang W(4), An H(3), Guo S(5).

Author information:
(1)School of Pharmaceutical Science and Technology, Tianjin University, Tianjin, 
300072, China.
(2)Tianjin Key Laboratory of Function and Application of Biological 
Macromolecular Structures, School of Life Sciences, Tianjin University, Tianjin 
300072, China.
(3)Key Laboratory of Molecular Biophysics of Hebei Province, Institute of 
Biophysics, Hebei University of Technology, Tianjin 300401, China.
(4)School of Life Sciences, Hebei University, Baoding 071002, Hebei, China; 
School of Basic Medical Sciences, Hebei University, Baoding 071002, Hebei, 
China.
(5)School of Life Sciences, Hebei University, Baoding 071002, Hebei, China. 
Electronic address: guoshuai@hbu.edu.cn.

TMEM16A, a Ca2+-activated chloride channel (CaCC), and its pharmacological 
inhibitors can inhibit the growth of lung adenocarcinoma cells. However,the poor 
efficacy, safety, and stability of TMEM16A inhibitors limit the development of 
these agents. Therefore, finding new therapeutic directions from already 
marketed drugs is a feasible strategy to obtain safe and effective therapeutic 
drugs. Here, we screened a library contain more than 2400 FDA, EMA, and 
NMPA-approved drugs through virtual screening. We identified a drug candidate, 
candesartan (CDST), which showed strong inhibitory effect on the TMEM16A in a 
concentration-dependent manner with an IC50 of 24.40 ± 3.21 μM. In addition, 
CDST inhibited proliferation, migration and induced apoptosis of LA795 cells 
targeting TMEM16A, and significantly inhibited lung adenocarcinoma tumor growth 
in vivo. The molecular mechanism of CDST inhibiting TMEM16A channel indicated it 
bound to R515/R535/E623/E624 in the drug pocket, thereby blocked the pore. In 
conclusion, we identified a novel TMEM16A channel inhibitor, CDST, which 
exhibited excellent inhibitory activity against lung adenocarcinoma. Considering 
that CDST has been used in clinical treatment of hypertension, it may play an 
important role in the combined treatment of hypertension and lung adenocarcinoma 
as a multi-target drug in the future.

Copyright © 2023 Elsevier B.V. All rights reserved.

DOI: 10.1016/j.ijbiomac.2023.123839
PMID: 36842737 [Indexed for MEDLINE]

Conflict of interest statement: Declaration of competing interest The authors 
declare no conflict of interests.",2023
36807142,"1. Cell Rep. 2023 Feb 28;42(2):112137. doi: 10.1016/j.celrep.2023.112137. Epub
2023  Feb 17.

Cationic amphiphilic antihistamines inhibit STAT3 via Ca(2+)-dependent lysosomal 
H(+) efflux.

Liu B(1), Chen R(2), Zhang Y(3), Huang J(4), Luo Y(5), Rosthøj S(6), Zhao C(3), 
Jäättelä M(7).

Author information:
(1)Cell Death and Metabolism, Center for Autophagy, Recycling and Disease 
(CARD), Danish Cancer Society Research Center (DCRC), 2100 Copenhagen, Denmark. 
Electronic address: liu@cancer.dk.
(2)Cell Death and Metabolism, Center for Autophagy, Recycling and Disease 
(CARD), Danish Cancer Society Research Center (DCRC), 2100 Copenhagen, Denmark.
(3)School of Medicine and Pharmacy, Ocean University of China, Qingdao 266555, 
China.
(4)BGI-Shenzhen, Shenzhen 518083, China; Department of Biology, University of 
Copenhagen, 2200 Copenhagen, Denmark; Lars Bolund Institute of Regenerative 
Medicine, Qingdao-Europe Advanced Institute for Life Sciences, BGI-Qingdao, 
Qingdao 266555, China.
(5)BGI-Shenzhen, Shenzhen 518083, China; Lars Bolund Institute of Regenerative 
Medicine, Qingdao-Europe Advanced Institute for Life Sciences, BGI-Qingdao, 
Qingdao 266555, China; Department of Biomedicine, Aarhus University, 8000 
Aarhus, Denmark.
(6)Statistics and Data Analysis, Danish Cancer Society Research Center, 
Copenhagen, Denmark.
(7)Cell Death and Metabolism, Center for Autophagy, Recycling and Disease 
(CARD), Danish Cancer Society Research Center (DCRC), 2100 Copenhagen, Denmark; 
Department of Cellular and Molecular Medicine, Faculty of Health Sciences, 
University of Copenhagen, 2200 Copenhagen, Denmark. Electronic address: 
mj@cancer.dk.

Commonly used antihistamines and other cationic amphiphilic drugs (CADs) are 
emerging as putative cancer drugs. Their unique chemical structure enables CADs 
to accumulate rapidly inside lysosomes, where they increase lysosomal pH, alter 
lysosomal lipid metabolism, and eventually cause lysosomal membrane 
permeabilization. Here, we show that CAD-induced rapid elevation in lysosomal pH 
is caused by a lysosomal H+ efflux that requires P2RX4-mediated lysosomal Ca2+ 
release and precedes the lysosomal membrane permeabilization. The subsequent 
cytosolic acidification triggers the dephosphorylation, lysosomal translocation, 
and inactivation of the oncogenic signal transducer and activator of 
transcription 3 (STAT3) transcription factor. Moreover, CAD-induced lysosomal H+ 
efflux sensitizes cancer cells to apoptosis induced by STAT3 inhibition and acts 
synergistically with STAT3 inhibition in restricting the tumor growth of A549 
non-small cell lung carcinoma xenografts. These findings identify lysosomal H+ 
efflux and STAT3 inhibition as anticancer mechanisms of CADs and reinforce the 
repurposing of safe and inexpensive CADs as cancer drugs with a drug combination 
strategy.

Copyright © 2023 The Authors. Published by Elsevier Inc. All rights reserved.

DOI: 10.1016/j.celrep.2023.112137
PMCID: PMC9989825
PMID: 36807142 [Indexed for MEDLINE]

Conflict of interest statement: Declaration of interests The authors declare no 
competing interests.",2023
36790603,"1. Invest New Drugs. 2023 Apr;41(2):183-192. doi: 10.1007/s10637-023-01337-8.
Epub  2023 Feb 15.

Cyclin-dependent kinase (CDK) 4/6 inhibition in non-small cell lung cancer with 
epidermal growth factor receptor (EGFR) mutations.

Osoegawa A(1), Takumi Y(2), Hashimoto T(2), Nakatsuji S(2), Hori M(2), Sakai 
M(2), Karashima T(2), Abe M(2), Miyawaki M(2), Sugio K(2).

Author information:
(1)Department of Thoracic and Breast Surgery, Oita University Faculty of 
Medicine, 1-1 Idaigaoka, Hasama-machi, 879-5593, Yufu, Japan. 
osoegawa-ths@oita-u.ac.jp.
(2)Department of Thoracic and Breast Surgery, Oita University Faculty of 
Medicine, 1-1 Idaigaoka, Hasama-machi, 879-5593, Yufu, Japan.

BACKGROUND: Lung cancer is the leading cause of cancer death worldwide, and EGFR 
mutation is the most common genetic alteration among Asian patients with lung 
adenocarcinoma. While osimertinib has been shown to be effective in lung cancer 
patients with EGFR mutation, the majority of patients eventually develop 
acquired resistance to treatment. We explored the significance of the cyclin D1 
expression in patients with EGFR mutation and the potential efficacy of adding 
abemaciclib, a cyclin-dependent kinase (CDK) 4/6 inhibitor, simultaneously with 
osimertinib in vitro.
MATERIALS AND METHODS: Immunohistochemical staining, using an anti-cyclin D1 
antibody, of specimens from 83 patients with EGFR mutation (male, n = 27; pStage 
0-I, n = 71) who were treated by surgical resection between 2017 and 2020, and 
the relationship between the cyclin D1 expression and clinicopathological 
factors was analyzed. Additionally, the combined effect of osimertinib and 
abemaciclib in lung cancer cell lines were analyzed using a growth inhibition 
test, and the signaling pathway underlying the combined effect was investigated.
RESULTS: Cyclin D1 was negative in 18.1% of patients with EGFR mutation, and 
cyclin D1 negativity was associated with pStage ≥ II (p = 0.02), lymph node 
metastasis (p = 0.001), and lymphatic invasion (p = 0.01). The cyclin 
D1-negative group had significantly shorter recurrence-free survival (p = 0.02), 
although this difference disappeared when limited to pN0 patients. In EGFR 
mutated cell lines, the combination of osimertinib and abemaciclib demonstrated 
synergistic effects, which were thought to be mediated by the inhibition of AKT 
phosphorylation.
CONCLUSION: Combination therapy with CDK4/6 inhibitors and EGFR-TKIs may be a 
promising approach.

© 2023. The Author(s), under exclusive licence to Springer Science+Business 
Media, LLC, part of Springer Nature.

DOI: 10.1007/s10637-023-01337-8
PMID: 36790603 [Indexed for MEDLINE]",2023
36770806,"1. Molecules. 2023 Jan 23;28(3):1137. doi: 10.3390/molecules28031137.

In Vitro Anticancer Activity of Novel Ciprofloxacin Mannich Base in Lung 
Adenocarcinoma and High-Grade Serous Ovarian Cancer Cell Lines via Attenuating 
MAPK Signaling Pathway.

Fawzy MA(1), Abu-Baih RH(1), Abuo-Rahma GEA(2)(3), Abdel-Rahman IM(3), El-Sheikh 
AAK(4), Nazmy MH(1).

Author information:
(1)Department of Biochemistry, Faculty of Pharmacy, Minia University, Minia 
61519, Egypt.
(2)Department of Medicinal Chemistry, Faculty of Pharmacy, Minia University, 
Minia 61519, Egypt.
(3)Department of Pharmaceutical Chemistry, Faculty of Pharmacy, Deraya 
University, New-Minia, Minia 61511, Egypt, Egypt.
(4)Basic Health Sciences Department, College of Medicine, Princess Nourah bint 
Abdulrahman University, P.O. Box 84428, Riyadh 11671, Saudi Arabia.

Novel drugs are desperately needed in order to combat a significant challenge 
due to chemo-therapeutic resistance and bad prognosis. This research aimed to 
assess the anticancer activity of a newly synthesized ciprofloxacin Mannich base 
(CMB) on ovarian cancer (OVCAR-3) and lung cancer (A-549) cell lines and to 
investigate probable involved molecular mechanisms. The cytotoxic and 
pro-apoptotic impact of CMB on both cell lines was investigated using MTT assay, 
Annexin V assay, and cell cycle analysis, as well as caspase-3 activation. 
Western blotting was carried out to evaluate downstream targets of the MAPK 
pathway, while qRT PCR was used to evaluate the gene expression pattern of the 
p53/Bax/Bcl2 pathway. CMB treatment showed significantly reduced cell 
proliferation in both OVCAR-3 and A-549 cells with half maximum inhibitory 
concentration (IC50) = 11.60 and 16.22 µg/mL, respectively. CMB also induced 
apoptosis, S phase cell cycle arrest, and up-regulated expression of p53, p21, 
and Bax while down-regulated Bcl2 expression. CMB also halted cell proliferation 
by deactivating the MAPK pathway. In conclusion, CMB may be regarded as a 
potential antiproliferative agent for lung and ovarian cancers due to 
anti-proliferative and pro-apoptotic actions via inhibition of the MAPK pathway 
and p53/Bax/Bcl2.

DOI: 10.3390/molecules28031137
PMCID: PMC9921546
PMID: 36770806 [Indexed for MEDLINE]

Conflict of interest statement: The authors declare that they have no conflict 
of interest.",2023
36768566,"1. Int J Mol Sci. 2023 Jan 23;24(3):2244. doi: 10.3390/ijms24032244.

Guiding Drug Repositioning for Cancers Based on Drug Similarity Networks.

Qin S(1), Li W(1), Yu H(1), Xu M(1), Li C(1), Fu L(1), Sun S(1), He Y(1), Lv 
J(1), He W(2), Chen L(1).

Author information:
(1)College of Bioinformatics Science and Technology, Harbin Medical University, 
Harbin 150081, China.
(2)Institute of Opto-Electronics, Harbin Institute of Technology, Harbin 150001, 
China.

Drug repositioning aims to discover novel clinical benefits of existing drugs, 
is an effective way to develop drugs for complex diseases such as cancer and may 
facilitate the process of traditional drug development. Meanwhile, network-based 
computational biology approaches, which allow the integration of information 
from different aspects to understand the relationships between biomolecules, has 
been successfully applied to drug repurposing. In this work, we developed a new 
strategy for network-based drug repositioning against cancer. Combining the 
mechanism of action and clinical efficacy of the drugs, a cancer-related drug 
similarity network was constructed, and the correlation score of each drug with 
a specific cancer was quantified. The top 5% of scoring drugs were reviewed for 
stability and druggable potential to identify potential repositionable drugs. Of 
the 11 potentially repurposable drugs for non-small cell lung cancer (NSCLC), 10 
were confirmed by clinical trial articles and databases. The targets of these 
drugs were significantly enriched in cancer-related pathways and significantly 
associated with the prognosis of NSCLC. In light of the successful application 
of our approach to colorectal cancer as well, it provides an effective clue and 
valuable perspective for drug repurposing in cancer.

DOI: 10.3390/ijms24032244
PMCID: PMC9917231
PMID: 36768566 [Indexed for MEDLINE]

Conflict of interest statement: The authors declare no conflict of interest.",2023
